xactid;op
000014A90002;52
000014A90002;52
000014A90002;9
000014A90002;9
000014A90002;9
000014A90002;5
000014A90002;8
000014A90002;21
000014A90002;13
000014A90002;4
000014A90002;7
000014A90002;51
000014A90002;52
000014A90002;25
000014A90002;25
000014A90002;25
000014A90002;9
000014A90002;9
000014A90002;9
000014A90002;30
000014AA000F;0
000014AA000F;4
000014AA000F;30
000014AA0012;0
000014AA0012;14
000014AA0012;4
000014AA0012;4
000014AA0012;4
000014AA0012;7
000014AA0012;41
000014AA0012;39
000014AA0012;13
000014AA0012;4
000014AA0012;63
000014AA0012;71
000014AA0012;30
000014AB0007;0
000014AB0007;77
000014AB0007;12
000014AB0007;12
000014AB0007;5
000014AB0007;5
000014AB0007;8
000014AB0007;5
000014AB0007;12
000014AB0007;5
000014AB0007;72
000014AB0007;66
000014AB0007;30
000014AB0014;0
000014AB0014;14
000014AB0014;4
000014AB0014;4
000014AB0014;4
000014AB0014;7
000014AB0014;41
000014AB0014;39
000014AB0014;13
000014AB0014;4
000014AB0014;63
000014AB0014;71
000014AB0014;51
000014AB0014;52
000014AB0014;30
000014AC000D;0
000014AC000D;41
000014AC000D;39
000014AC000D;13
000014AC000D;77
000014AC000D;41
000014AC000D;39
000014AC000D;13
000014AC000D;7
000014AC000D;68
000014AC000D;72
000014AC000D;65
000014AC000D;71
000014AC000D;51
000014AC000D;52
000014AC000D;52
000014AC000D;52
000014AC000D;9
000014AC000D;9
000014AC000D;9
000014AC000D;5
000014AC000D;4
000014AC000D;51
000014AC000D;52
000014AC000D;25
000014AC000D;25
000014AC000D;25
000014AC000D;9
000014AC000D;9
000014AC000D;9
000014AC000D;30
000014AE0003;0
000014AE0003;4
000014AE0003;30
000014AE0006;0
000014AE0006;14
000014AE0006;4
000014AE0006;7
000014AE0006;7
000014AE0006;4
000014AE0006;7
000014AE0006;4
000014AE0006;7
000014AE0006;9
000014AE0006;9
000014AE0006;9
000014AE0006;9
000014AE0006;9
000014AE0006;30
000014AE0015;0
000014AE0015;4
000014AE0015;30
000014AE0018;0
000014AE0018;14
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;13
000014AE0018;4
000014AE0018;7
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;13
000014AE0018;4
000014AE0018;7
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;13
000014AE0018;4
000014AE0018;7
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;13
000014AE0018;4
000014AE0018;7
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;13
000014AE0018;4
000014AE0018;7
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;4
000014AE0018;7
000014AE0018;9
000014AE0018;9
000014AE0018;9
000014AE0018;30
000014B5000C;0
000014B5000C;14
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;4
000014B5000C;13
000014B5000C;4
000014B5000C;7
000014B5000C;4
000014B5000C;4
000014B5000C;7
000014B5000C;9
000014B5000C;9
000014B5000C;9
000014B5000C;30
000014BF000C;0
000014BF000C;14
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;13
000014BF000C;4
000014BF000C;7
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;13
000014BF000C;4
000014BF000C;7
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;13
000014BF000C;4
000014BF000C;7
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;13
000014BF000C;4
000014BF000C;7
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;13
000014BF000C;4
000014BF000C;7
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;13
000014BF000C;4
000014BF000C;7
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;13
000014BF000C;4
000014BF000C;7
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;4
000014BF000C;7
000014BF000C;9
000014BF000C;9
000014BF000C;9
000014BF000C;30
000014CA0009;0
000014CA0009;14
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;13
000014CA0009;4
000014CA0009;7
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;4
000014CA0009;7
000014CA0009;9
000014CA0009;9
000014CA0009;9
000014CA0009;30
000014D5000A;0
000014D5000A;65
000014D5000A;30
000014D60001;0
000014D60001;65
000014D60001;65
000014D60001;30
000014D60005;0
000014D60005;65
000014D60005;65
000014D60005;65
000014D60005;30
000014D6000A;0
000014D6000A;65
000014D6000A;65
000014D6000A;65
000014D6000A;30
000014D6000F;0
000014D6000F;65
000014D6000F;65
000014D6000F;30
000014D70003;0
000014D70003;65
000014D70003;65
000014D70003;30
000014D70007;17
000014D70008;0
000014D70008;30
000014D7000A;0
000014D7000A;77
000014D7000A;77
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;5
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;5
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;12
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;5
000014D7000A;8
000014D7000A;21
000014D7000A;8
000014D7000A;5
000014D7000A;8
000014D7000A;5
000014D7000A;8
000014D7000A;5
000014D7000A;8
000014D7000A;8
000014D7000A;5
000014D7000A;9
000014D7000A;9
000014D7000A;9
000014D7000A;12
000014D7000A;5
000014D7000A;72
000014D7000A;66
000014D7000A;30
000014F00010;0
000014F00010;77
000014F00010;77
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;5
000014F00010;12
000014F00010;5
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;12
000014F00010;12
000014F00010;5
000014F00010;5
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;5
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;12
000014F00010;12
000014F00010;5
000014F00010;5
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;12
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;5
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;8
000014F00010;5
000014F00010;12
000014F00010;5
000014F00010;8
000014F00010;21
000014F00010;72
000014F00010;66
000014F00010;30
000015060000;82
000015070000;0
000015070000;65
000015070000;65
000015070000;30
000015070004;0
000015070004;65
000015070004;65
000015070004;30
000015070008;0
000015070008;65
000015070008;65
000015070008;30
00001507000C;0
00001507000C;65
00001507000C;65
00001507000C;65
00001507000C;30
000015080002;0
000015080002;65
000015080002;65
000015080002;65
000015080002;30
000015080007;0
000015080007;65
000015080007;65
000015080007;30
00001508000B;0
00001508000B;14
00001508000B;4
00001508000B;4
00001508000B;4
00001508000B;4
00001508000B;7
00001508000B;41
00001508000B;39
00001508000B;13
00001508000B;13
00001508000B;4
00001508000B;7
00001508000B;63
00001508000B;71
00001508000B;30
000015090009;0
000015090009;77
000015090009;12
000015090009;12
000015090009;12
000015090009;5
000015090009;5
000015090009;5
000015090009;8
000015090009;5
000015090009;12
000015090009;5
000015090009;8
000015090009;21
000015090009;72
000015090009;66
000015090009;30
0000150A0004;0
0000150A0004;14
0000150A0004;4
0000150A0004;4
0000150A0004;4
0000150A0004;4
0000150A0004;7
0000150A0004;41
0000150A0004;39
0000150A0004;13
0000150A0004;13
0000150A0004;4
0000150A0004;7
0000150A0004;63
0000150A0004;71
0000150A0004;51
0000150A0004;52
0000150A0004;30
0000150B0002;0
0000150B0002;41
0000150B0002;39
0000150B0002;13
0000150B0002;77
0000150B0002;41
0000150B0002;39
0000150B0002;13
0000150B0002;7
0000150B0002;68
0000150B0002;72
0000150B0002;65
0000150B0002;71
0000150B0002;51
0000150B0002;52
0000150B0002;52
0000150B0002;52
0000150B0002;9
0000150B0002;9
0000150B0002;9
0000150B0002;5
0000150B0002;8
0000150B0002;21
0000150B0002;13
0000150B0002;4
0000150B0002;7
0000150B0002;51
0000150B0002;52
0000150B0002;25
0000150B0002;25
0000150B0002;25
0000150B0002;9
0000150B0002;9
0000150B0002;9
0000150B0002;30
0000150C000F;0
0000150C000F;4
0000150C000F;30
0000150C0012;0
0000150C0012;14
0000150C0012;4
0000150C0012;4
0000150C0012;4
0000150C0012;4
0000150C0012;7
0000150C0012;41
0000150C0012;39
0000150C0012;13
0000150C0012;4
0000150C0012;63
0000150C0012;71
0000150C0012;30
0000150D0008;0
0000150D0008;77
0000150D0008;12
0000150D0008;12
0000150D0008;12
0000150D0008;5
0000150D0008;5
0000150D0008;5
0000150D0008;8
0000150D0008;5
0000150D0008;12
0000150D0008;5
0000150D0008;72
0000150D0008;66
0000150D0008;30
0000150E0002;0
0000150E0002;14
0000150E0002;4
0000150E0002;4
0000150E0002;4
0000150E0002;4
0000150E0002;7
0000150E0002;41
0000150E0002;39
0000150E0002;13
0000150E0002;4
0000150E0002;63
0000150E0002;71
0000150E0002;51
0000150E0002;52
0000150E0002;30
0000150E0012;0
0000150E0012;41
0000150E0012;39
0000150E0012;13
0000150E0012;77
0000150E0012;41
0000150E0012;39
0000150E0012;13
0000150E0012;7
0000150E0012;68
0000150E0012;72
0000150E0012;65
0000150E0012;71
0000150E0012;51
0000150E0012;52
0000150E0012;52
0000150E0012;52
0000150E0012;9
0000150E0012;9
0000150E0012;9
0000150E0012;5
0000150E0012;4
0000150E0012;51
0000150E0012;52
0000150E0012;25
0000150E0012;25
0000150E0012;25
0000150E0012;9
0000150E0012;9
0000150E0012;9
0000150E0012;30
000015100008;0
000015100008;4
000015100008;30
00001510000B;0
00001510000B;14
00001510000B;4
00001510000B;4
00001510000B;4
00001510000B;4
00001510000B;4
00001510000B;7
00001510000B;41
00001510000B;39
00001510000B;13
00001510000B;4
00001510000B;63
00001510000B;71
00001510000B;30
000015110003;0
000015110003;77
000015110003;12
000015110003;12
000015110003;12
000015110003;12
000015110003;5
000015110003;5
000015110003;5
000015110003;5
000015110003;8
000015110003;5
000015110003;12
000015110003;5
000015110003;72
000015110003;66
000015110003;30
000015110014;0
000015110014;14
000015110014;4
000015110014;4
000015110014;4
000015110014;4
000015110014;4
000015110014;7
000015110014;41
000015110014;39
000015110014;13
000015110014;4
000015110014;63
000015110014;71
000015110014;51
000015110014;52
000015110014;30
00001512000D;0
00001512000D;41
00001512000D;39
00001512000D;13
00001512000D;77
00001512000D;41
00001512000D;39
00001512000D;13
00001512000D;7
00001512000D;68
00001512000D;72
00001512000D;65
00001512000D;71
00001512000D;51
00001512000D;52
00001512000D;52
00001512000D;52
00001512000D;9
00001512000D;9
00001512000D;9
00001512000D;5
00001512000D;4
00001512000D;51
00001512000D;52
00001512000D;25
00001512000D;25
00001512000D;25
00001512000D;9
00001512000D;9
00001512000D;9
00001512000D;30
000015140003;0
000015140003;4
000015140003;30
000015140006;0
000015140006;14
000015140006;4
000015140006;7
000015140006;7
000015140006;4
000015140006;7
000015140006;4
000015140006;7
000015140006;9
000015140006;9
000015140006;9
000015140006;9
000015140006;9
000015140006;30
000015140015;0
000015140015;14
000015140015;4
000015140015;7
000015140015;7
000015140015;4
000015140015;7
000015140015;4
000015140015;7
000015140015;9
000015140015;9
000015140015;9
000015140015;9
000015140015;9
000015140015;30
000015150008;0
000015150008;4
000015150008;30
00001515000B;0
00001515000B;4
00001515000B;30
00001515000E;0
00001515000E;14
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;13
00001515000E;4
00001515000E;7
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;13
00001515000E;4
00001515000E;7
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;13
00001515000E;4
00001515000E;7
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;13
00001515000E;4
00001515000E;7
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;4
00001515000E;7
00001515000E;9
00001515000E;9
00001515000E;9
00001515000E;30
0000151B0009;0
0000151B0009;65
0000151B0009;65
0000151B0009;65
0000151B0009;30
0000151C0002;0
0000151C0002;65
0000151C0002;65
0000151C0002;65
0000151C0002;30
0000151C0007;0
0000151C0007;14
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;13
0000151C0007;4
0000151C0007;7
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;13
0000151C0007;4
0000151C0007;7
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;13
0000151C0007;4
0000151C0007;7
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;13
0000151C0007;4
0000151C0007;7
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;13
0000151C0007;4
0000151C0007;7
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;13
0000151C0007;4
0000151C0007;7
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;13
0000151C0007;4
0000151C0007;7
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;4
0000151C0007;7
0000151C0007;9
0000151C0007;9
0000151C0007;9
0000151C0007;30
00001525000A;0
00001525000A;14
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;13
00001525000A;4
00001525000A;7
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;13
00001525000A;4
00001525000A;7
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;13
00001525000A;4
00001525000A;7
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;13
00001525000A;4
00001525000A;7
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;4
00001525000A;7
00001525000A;9
00001525000A;9
00001525000A;9
00001525000A;30
0000152C0002;0
0000152C0002;14
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;13
0000152C0002;4
0000152C0002;7
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;13
0000152C0002;4
0000152C0002;7
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;13
0000152C0002;4
0000152C0002;7
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;13
0000152C0002;4
0000152C0002;7
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;13
0000152C0002;4
0000152C0002;7
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;13
0000152C0002;4
0000152C0002;7
0000152C0002;4
0000152C0002;4
0000152C0002;4
0000152C0002;7
0000152C0002;9
0000152C0002;9
0000152C0002;9
0000152C0002;30
000015340008;0
000015340008;14
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;13
000015340008;4
000015340008;7
000015340008;4
000015340008;4
000015340008;4
000015340008;4
000015340008;7
000015340008;9
000015340008;9
000015340008;9
000015340008;30
000015420006;0
000015420006;14
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;13
000015420006;4
000015420006;7
000015420006;4
000015420006;4
000015420006;4
000015420006;4
000015420006;4
